citation,source_url,title,dd_ordinal_nodes
27/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18566,Luật Cạnh tranh số 27/2004/QH11,16
27/2007/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14644,Nghị định số 27/2007/NĐ-CP Về giao dịch điện tử trong hoạt động tài chính,1
27/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12324,Luật Thuế tiêu thụ đặc biệt số 27/2008/QH12,2
27/2012/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--27350,"Nghị định số 27/2012/NĐ-CP Quy định về xử lý kỷ luật viên chức và trách nhiệm bồi thường, hoàn trả của viên chức",8
27/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28059,"Luật Sửa đổi, bổ sung một số điều của Luật Phòng, chống tham nhũng số 27/2012/QH13",2
27/2018/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--133032,Luật Đo đạc và bản đồ số 27/2018/QH14,16
27/2022/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--156535,"Nghị quyết số 27/2022/UBTVQH15 Sửa đổi, bổ sung một số điều của Nghị quyết số 1211/2016/UBTVQH13 ngày 25 tháng 5 năm 2016 của Ủy ban Thường vụ Quốc hội về tiêu chuẩn của đơn vị hành chính và phân loại đơn vị hành chính",2
27/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--160628,Nghị định số 27/2023/NĐ-CP Quy định phí bảo vệ môi trường đối với khai thác khoáng sản,1
27/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--169032,Luật Nhà ở số 27/2023/QH15,47
27/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187117,"Nghị định số 27/2026/NĐ-CP Quy định về Cơ sở dữ liệu quốc gia về cán bộ, công chức, viên chức",4
272/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183013,Nghị định số 272/2025/NĐ-CP phân định vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2026 - 2030,2
272/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--9402dd90-79c5-11f1-b498-9564c12b186d,"Nghị định số 272/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Nghị quyết số 253/2025/QH15 ngày 11 tháng 12 năm 2025 của Quốc hội về các cơ chế, chính sách phát triển năng lượng quốc gia giai đoạn 2026 - 2030",3
273/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186854,Nghị định số Số: 273/2025/NĐ-CP Quy định về tổ chức và hoạt động thanh tra Công an nhân dân,2
274/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187119,"Nghị định số 274/2025/NĐ-CP Quy định chi tiết một số điều của Luật Bảo hiểm xã hội về chậm đóng, trốn đóng bảo hiểm xã hội bắt buộc, bảo hiểm thất nghiệp; khiếu nại, tố cáo về bảo hiểm xã hội",1
278/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183655,"Nghị định số 278/2025/NĐ-CP Quy định về kết nối, chia sẻ dữ liệu bắt buộc giữa các cơ quan thuộc hệ thống chính trị",2
279/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--1e48fa20-84a7-11f1-8ef2-67037efa0c35,"Nghị định số 279/2026/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Giáo dục và Đào tạo",1
28/2003/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--21619,Nghị định số 28/2003/NĐ-CP Quy định việc phát hành công trái xây dựng Tổ quốc năm 2003 - Công trái giáo dục,1
28/2005/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16868,Pháp lệnh số 28/2005/PL-UBTVQH11 Ngoại hối,4
28/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11761,Luật Lý lịch tư pháp số 28/2009/QH12,4
28/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--30423,"Nghị định số 28/2013/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Phổ biến, giáo dục pháp luật",4
28/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--134610,Nghị định số 28/2019/NĐ-CP Quy định về tố cáo và giải quyết tố cáo trong Quân đội nhân dân,2
28/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--141147,"Nghị định số 28/2020/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, đưa người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng",24
28/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--151158,Nghị định số 28/2021/NĐ-CP Quy định cơ chế quản lý tài chính dự án đầu tư theo phương thức đối tác công tư,3
28/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--167282,Luật Tài nguyên nước 2023 số 28/2023/QH15,23
28/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--11846,"Nghị quyết số 28/NQ-CP Về việc điều chỉnh địa giới hành chính huyện Châu Thành, huyện Chợ Gạo để mở rộng địa giới hành chính thành phố Mỹ Tho; điều chỉnh địa giới hành chính xã, thành lập xã thuộc thành phố Mỹ Tho, huyện Châu Thành, huyện Chợ Gạo, tỉnh Tiền Giang",1
280/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--513ad050-8413-11f1-af97-3f2af4623338,"Nghị định số 280/2026/NĐ-CP Quy định về tổ chức, hoạt động và quản lý, đầu tư vốn nhà nước, giám sát, đánh giá hiệu quả đầu tư vốn tại Bảo hiểm tiền gửi Việt Nam",7
281/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183246,"Nghị định số 281/2025/NĐ-CP quy định chế độ, chính sách và công tác bảo đảm đối với cá nhân, tổ chức làm nhiệm vụ tìm kiếm, quy tập hài cốt liệt sĩ",4
283/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-lao-dong-bao-hiem-xa-hoi-nguoi-lao-dong-viet-nam-di-lam-viec-o-nuoc-ngoai-theo-hop-dong--787d3780-866f-11f1-8511-612429c9d15e,"Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng",59
284/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183414,Nghị định số 284/2025/NĐ-CP Quy định về tổ chức và hoạt động của Thanh tra quốc phòng,4
286/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187799,"Nghị định số 286/2025/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định trong lĩnh vực quản lý, sử dụng tài sản công",10
287/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187821,"Nghị định số 287/2025/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng hàng không",18
288/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183413,Nghị định số 288/2025/NĐ-CP Quy định về quản lý tàu bay không người lái và phương tiện bay khác,13
289/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183514,"Nghị định số 289/2025/NĐ-CP Hướng dẫn thi hành Nghị quyết số 197/2025/QH15 ngày 17 tháng 5 năm 2025 của Quốc hội về một số cơ chế, chính sách đặc biệt tạo đột phá trong xây dựng và tổ chức thi hành pháp luật",6
29/2001/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--23258,Luật Hải quan số 29/2001/QH10,4
29/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18564,Luật Bảo vệ và phát triển rừng số 29/2004/QH11,20
29/2006/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16213,"Pháp lệnh số 29/2006/PL-UBTVQH11 Sửa đổi, bổ sung một số điều của Pháp lệnh Thủ tục giải quyết các vụ án hành chính",6
29/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11760,Luật Quản lý nợ công số 29/2009/QH12,9
29/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--32522,Luật Khoa học và công nghệ số 29/2013/QH13,4
29/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128868,"Nghị định số 29/2018/NĐ-CP quy định trình tự, thủ tục xác lập quyền sở hữu toàn dân về tài sản và xử lý đối với tài sản được xác lập quyền sở hữu toàn dân.",14
29/2018/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--141824,Luật Bảo vệ bí mật nhà nước số 29/2018/QH14,9
29/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--134611,"Nghị định số 29/2019/NĐ-CP Quy định chi tiết thi hành Khoản 3 Điều 54 Bộ luật lao động về việc cấp phép hoạt động cho thuê lại lao động, việc ký quỹ và danh mục công việc được thực hiện cho thuê lại lao động",4
29/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--159333,"Nghị định số 29/2022/NĐ-CP Quy định chi tiết và biện pháp thi hành Nghị quyết số 12/2021/UBTVQH15 ngày 30 tháng 12 năm 2021 của Ủy ban Thường vụ Quốc hội về việc cho phép thực hiện một số cơ chế, chính sách trong lĩnh vực y tế để phục vụ công tác phòng, chống dịch COVID-19.",1
29/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--169027,Luật Kinh doanh bất động sản số 29/2023/QH15,33
29/2023/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--165687,Nghị quyết số 29/2023/UBTVQH13 ban hành Quy chế làm việc của Ủy ban Thường vụ Quốc hội,23
29/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--2e6041e0-6862-11f1-9e8e-a7fa03d3a752,Nghị định số 29/2026/NĐ-CP Sàn giao dịch các-bon trong nước,14
290/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183653,Nghị định số 290/2025/NĐ-CP Quy định về xử phạt vi phạm hành chính trong lĩnh vực tài nguyên nước,36
292/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-292-2026-nd-cp-quy-dinh-chi-tiet-mot-so-dieu-va-bien-phap-de-to-chuc-huong-dan-thi-hanh-luat-quan-ly-ngoai-thuong--6a55adf0-867d-11f1-b30e-ab09edcee484,"Nghị định số 292/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương",6
293/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183939,Nghị định số 293/2025/NĐ-CP Quy định mức lương tối thiểu đối với người lao động làm việc theo hợp đồng lao động,1
294/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-294-2026-nd-cp-ve-to-hop-tac--56589090-8a44-11f1-a98e-6b2114aab9d3,Nghị định số 294/2026/NĐ-CP Về tổ hợp tác,10
294/2026/NĐ-CP (vbpl-56589090-8a44-11f1-a98e-6b2114aab9d3),https://vbpl.vn/van-ban/chi-tiet/van-ban--56589090-8a44-11f1-a98e-6b2114aab9d3,Nghị định số 294/2026/NĐ-CP Về tổ hợp tác,10
294A/2007/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--24461,"Nghị quyết số 294A/2007/UBTVQH12 Về tổ chức, nhiệm vụ, quyền hạn và quy chế hoạt động của Ban chỉ đạo tỉnh, thành phố trực thuộc Trung ương về phòng, chống tham nhũng",1
295/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--184034,Nghị định số 295/2025/NĐ-CP Quy định chi tiết thi hành Luật Viễn thông về hoạt động viễn thông công ích và cơ chế tài chính thực hiện hoạt động viễn thông công ích,22
295/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-295-2026-nd-cp-ve-dang-ky-to-hop-tac-hop-tac-xa-lien-hiep-hop-tac-xa--6b49e490-8a44-11f1-8369-71cfd389e1ca,"Nghị định số 295/2026/NĐ-CP Về đăng ký tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",6
295/2026/NĐ-CP (vbpl-6b49e490-8a44-11f1-8369-71cfd389e1ca),https://vbpl.vn/van-ban/chi-tiet/van-ban--6b49e490-8a44-11f1-8369-71cfd389e1ca,"Nghị định số 295/2026/NĐ-CP Về đăng ký tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",6
296/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187271,Nghị định số 296/2025/NĐ-CP Quy định về cưỡng chế thi hành quyết định xử phạt vi phạm hành chính,3
297/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183843,"Nghị định số 297/2025/NĐ-CP Quy định thực hiện liên thông điện tử nhóm thủ tục hành chính: Đăng ký thành lập hộ kinh doanh - cấp Giấy chứng nhận đủ điều kiện về an ninh, trật tự - cấp Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke",1
297/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-297-2026-nd-cp-quy-dinh-chuc-nang-nhiem-vu-quyen-han-va-co-cau-to-chuc-cua-bo-dan-toc-va-ton-giao--05e5d7f0-8989-11f1-a255-f96810bc1670,"Nghị định số 297/2026/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Dân tộc và Tôn giáo",2
297/2026/NĐ-CP (vbpl-05e5d7f0-8989-11f1-a255-f96810bc1670),https://vbpl.vn/van-ban/chi-tiet/van-ban--05e5d7f0-8989-11f1-a255-f96810bc1670,"Nghị định số 297/2026/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Dân tộc và Tôn giáo",2
298/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/quy-dinh-chuc-nang-nhiem-vu-quyen-han-va-co-cau-to-chuc-cua-bo-van-hoa-the-thao-va-du-lich--0e5eeab0-8a34-11f1-8671-17abf59e4729,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Văn hóa, Thể thao và Du lịch",12
298/2026/NĐ-CP (vbpl-0e5eeab0-8a34-11f1-8671-17abf59e4729),https://vbpl.vn/van-ban/chi-tiet/van-ban--0e5eeab0-8a34-11f1-8671-17abf59e4729,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Văn hóa, Thể thao và Du lịch",12
299/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-dinh-so-299-2026-nd-cp-quy-dinh-to-chuc-don-vi-su-nghiep-cong-lap--95aa2d70-8bb7-11f1-9c95-1991e2bf533a,Nghị định số 299/2026/NĐ-CP Quy định tổ chức đơn vị sự nghiệp công lập,12
299/2026/NĐ-CP (vbpl-95aa2d70-8bb7-11f1-9c95-1991e2bf533a),https://vbpl.vn/van-ban/chi-tiet/van-ban--95aa2d70-8bb7-11f1-9c95-1991e2bf533a,Nghị định số 299/2026/NĐ-CP Quy định tổ chức đơn vị sự nghiệp công lập,12
30-LCT/HĐNN8,https://vbpl.vn/van-ban/chi-tiet/van-ban--2082,"Luật Sửa đổi, bổ sung một số điều của Bộ luật Hình sự số 30-LCT/HĐNN8",1
30/2001/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--22840,Luật Tổ chức Quốc hội số 30/2001/QH10,3
30/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18563,Luật Xuất bản số 30/2004/QH11,3
30/2007/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14346,Nghị định số 30/2007/NĐ-CP Về kinh doanh xổ số,2
30/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11757,Luật Quy hoạch đô thị số 30/2009/QH12,4
30/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--32521,Luật Giáo dục quốc phòng và an ninh số 30/2013/QH13,1
30/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128867,"Nghị định số 30/2018/NĐ-CP quy định chi tiết việc thành lập và hoạt động của Hội đồng định giá tài sản; trình tự, thủ tục định giá tài sản trong tố tụng hình sự.",10
30/2018/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--141383,Luật Đặc xá số 30/2018/QH14,5
30/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--141142,Nghị định số 30/2020/NĐ-CP Về công tác văn thư,6
30/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--168904,"Luật Lực lượng tham gia bảo vệ an ninh, trật tự ở cơ sở số 30/2023/QH15",3
30/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186569,"Nghị định số 30/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Sử dụng năng lượng tiết kiệm và hiệu quả",1
30/2026/QĐ-TTg,https://vbpl.vn/van-ban/chi-tiet/quyet-dinh-so-30-2026-qd-ttg-ve-to-chuc-va-quan-ly-hoi-nghi-hoi-thao-quoc-te-tai-viet-nam--c80912f0-6546-11f1-9dff-bd57c051b866,"Quyết định số 30/2026/QĐ-TTg Về tổ chức và quản lý hội nghị, hội thảo quốc tế tại Việt Nam",6
30/2026/TT-BCT,https://vbpl.vn/van-ban/chi-tiet/thong-tu-so-30-2026-tt-bct-quy-dinh-phuong-phap-xac-dinh-gia-dich-vu-phat-dien-nha-may-dien-dau-tu-theo-hinh-thuc-xay-dung-kinh-doanh-chuyen-giao--5277dd10-662b-11f1-992a-9d39ff53c63f,Thông tư số 30/2026/TT-BCT Quy định phương pháp xác định giá dịch vụ phát điện nhà máy điện đầu tư theo hình thức xây dựng - kinh doanh - chuyển giao,1
300/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187118,"Nghị định số 300/2025/NĐ-CP Quy định khung số lượng Phó Chủ tịch, số lượng và cơ cấu Ủy viên Ủy ban nhân dân; trình tự, thủ tục đề nghị phê chuẩn kết quả Hội đồng nhân dân bầu, miễn nhiệm, bãi nhiệm Chủ tịch, Phó Chủ tịch Ủy ban nhân dân; trình tự, thủ tục điều động, cách chức Chủ tịch, Phó Chủ tịch Ủy ban nhân dân và giao quyền Chủ tịch Ủy ban nhân dân",1
301/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186287,"Nghị định số 301/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 38/2024/NĐ-CP ngày 05 tháng 4 năm 2024 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực thủy sản",7
302/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--184147,"Nghị định số 302/2025/NĐ-CP Quy định chi tiết về Quỹ nhà ở quốc gia và biện pháp thi hành Nghị quyết số 201/2025/QH15 ngày 29 tháng 5 năm 2025 của Quốc hội thí điểm về một số cơ chế, chính sách đặc thù phát triển nhà ở xã hội",8
304/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183905,Nghị định số 304/2025/NĐ-CP Quy định điều kiện tài sản bảo đảm của khoản nợ xấu được thu giữ,1
306/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186388,"Nghị định số 306/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán (được sửa đổi, bổ sung một số điều theo Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường chứng khoán phái sinh",9
307/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--185175,Nghị định số 307/2025/NĐ-CP Phân loại đơn vị hành chính,3
308/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--184146,"Nghị định số 308/2025/NĐ-CP quy định chi tiết một số điều và biện pháp tổ chức, hướng dẫn thi hành Luật Di sản văn hóa",83
30c/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--67957,Nghị quyết số 30c/NQ-CP Ban hành chương trình tổng thể cải cách hành chính nhà nước giai đoạn 2011 – 2020,10
31/2000/PL-UBTVQH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--5746,Pháp lệnh số 31/2000/PL-UBTVQH10 Thư viện,2
31/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--17855,"Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Uỷ ban nhân dân số 31/2004/QH11",1
31/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--30425,Nghị định số 31/2013/NĐ-CP Hướng dẫn Pháp lệnh ưu đãi người có công với cách mạng,13
31/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--30614,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng số 13/2008/QH12 số 31/2013/QH13",3
31/2018/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--137312,Luật Trồng trọt số 31/2018/QH14,16
31/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--135065,Nghị định số 31/2019/NĐ-CP Quy định chi tiết một số điều và biện pháp tổ chức thi hành Luật Tố cáo,3
31/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--154004,"NGHỊ ĐỊNH SỐ 31/2022/NĐ-CP VỀ HỖ TRỢ LÃI SUẤT TỪ NGÂN SÁCH NHÀ NƯỚC ĐỐI VỚI KHOẢN VAY CỦA DOANH NGHIỆP, HỢP TÁC XÃ, HỘ KINH DOANH",3
31/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--164914,Nghị định số 31/2023/NĐ-CP Quy định xử phạt vi phạm hành chính về Trồng trọt,29
31/2023/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--165542,"Nghị quyết số 31/2023/UBTVQH15 Quy định, hướng dẫn một số điều khoản của Nội quy kỳ họp Quốc hội",2
31/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--177815,Luật Đất đai số 31/2024/QH15,83
31/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175459,"Nghị định số 31/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 32/2012/NĐ-CP ngày 12 tháng 4 năm 2012 của Chính phủ về quản lý xuất khẩu, nhập khẩu văn hóa phẩm không nhằm mục đích kinh doanh",1
31/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186752,Nghị định số 31/2026/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lưu trữ,4
311/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--185974,"Nghị định số 311/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 71/2020/NĐ-CP ngày 30 tháng 6 năm 2020 của Chính phủ quy định lộ trình thực hiện nâng trình độ chuẩn được đào tạo của giáo viên mầm non, tiểu học, trung học cơ sở.",6
313/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187208,"Nghị định số 313/2025/NĐ-CP Quản lý và sử dụng viện trợ không hoàn lại không thuộc hỗ trợ phát triển chính thức của cơ quan, tổ chức, cá nhân nước ngoài dành cho Việt Nam",12
316/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186220,"Nghị định số 316/2025/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Năng lượng nguyên tử về nhà máy điện hạt nhân, lò phản ứng hạt nhân nghiên cứu",44
318/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--184625,Nghị định số 318/2025/NĐ-CP Quy định chi tiết một số điều của Luật Việc làm về đăng ký lao động và hệ thống thông tin thị trường lao động,4
32/2001/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--22843,Luật Tổ chức Chính phủ số 32/2001/QH10,1
32/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18562,Luật An ninh Quốc gia số 32/2004/QH11,3
32/2007/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--14106,Pháp lệnh số 32/2007/PL-UBTVQH11 Bảo vệ công trình quan trọng liên quan đến an ninh quốc gia,2
32/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--30615,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp số 32/2013/QH13",4
32/2018/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--137311,Luật Chăn nuôi số 32/2018/QH14,19
32/2023/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--165543,"Nghị quyết số 32/2023/UBTVQH15 Về nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ban Thư ký",1
32/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166346,"Nghị định số 32/2024/NĐ-CP về quản lý, phát triển cụm công nghiệp",8
32/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--166170,Luật Các tổ chức tín dụng số 32/2024/QH15,52
32/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176438,"Nghị định số 32/2025/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Viện Hàn lâm Khoa học xã hội Việt Nam",1
32/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--aaff53a0-767f-11f1-a26c-15d47590a02f,"Nghị định số 32/2026/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định trong lĩnh vực chăn nuôi và thú y",5
323/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--a6826f90-5b0b-11f1-8509-13df9758c2df,Nghị định 323/2025/NĐ-CP Về thành lập Trung tâm tài chính quốc tế tại Việt Nam,8
324/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--eb986f90-5d62-11f1-ba4b-f586f2c3ae56,Nghị định 324/2025/NĐ-CP Về chính sách tài chính trong Trung tâm tài chính quốc tế tại Việt Nam,11
326/2016/UBTVQH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--119086,"Nghị quyết số 326/2016/UBTVQH14 Quy định về mức thu, miễn, giảm, thu, nộp, quản lý và sử dụng án phí và lệ phí tòa án",8
327/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187272,"Nghị định số 327/2025/NĐ-CP Quy định về chính sách nhập cảnh, xuất cảnh, cư trú đối với người nước ngoài tại Trung tâm tài chính quốc tế tại Việt Nam",1
329/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--185119,"NGHỊ ĐỊNH SỐ 329/2025/NĐ-CP VỀ CẤP PHÉP THÀNH LẬP VÀ HOẠT ĐỘNG NGÂN HÀNG, QUẢN LÝ NGOẠI HỐI, PHÒNG CHỐNG RỬA TIỀN, CHỐNG TÀI TRỢ KHỦNG BỐ, CHỐNG TÀI TRỢ PHỔ BIẾN VŨ KHÍ HỦY DIỆT HÀNG LOẠT TẠI TRUNG TÂM TÀI CHÍNH QUỐC TẾ TẠI VIỆT NAM",17
