citation_id,source_url,title,issue,collision_node_count
13/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14226,Nghị quyết số 13/2007/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Hà Nam,12b,308
58/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13066,Nghị quyết số 58/2007/NQ-CP Về việc xét duyệt điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) của tỉnh Bắc Kạn,12b,299
18/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14028,Nghị quyết số 18/2007/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Cao Bằng,12b,298
26/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15032,Nghị quyết số 26/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Bạc Liêu,12b,297
06/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--87369,Nghị quyết số 06/NQ-CP Về quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất 5 năm kỳ đầu (2011 - 2015) của Thành phố Hà Nội,12b,295
21/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15340,Nghị quyết số 21/2006/NQ-CP Về việc xét duyệt điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) của tỉnh Yên Bái,12b,295
09/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--16063,Nghị quyết số 09/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Bắc Ninh,12b,294
38/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13754,Nghị quyết số 38/2007/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Trà Vinh,12b,291
37/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13412,Nghị quyết số 37/2007/NQ-CP Về việc xét duyệt điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) của tỉnh Lạng Sơn,12b,290
70/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--86091,Nghị quyết số 70/NQ-CP Về quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất 5 năm kỳ đầu (2011 - 2015) tỉnh Nghệ An,12b,282
23/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13728,Nghị quyết số 23/2007/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Cà Mau,12b,252
27/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15053,Nghị quyết số 27/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Thanh Hóa,12b,249
17/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15441,Nghị quyết số 17/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Bến Tre,12b,247
16/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15442,Nghị quyết số 16/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Lào Cai,12b,236
22/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13729,Nghị quyết số 22/2007/NQ-CP Về việc kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Quảng Ngãi,12b,234
12/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14227,Nghị quyết số 12/2007/NQ-CP Về việc quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) thành phố Cần Thơ,12b,218
21/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13708,Nghị quyết số 21/2007/NQ-CP Về việc quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Lai Châu,12b,203
19/NQ-CP (vbpl-87530),https://vbpl.vn/van-ban/chi-tiet/van-ban--87530,Nghị quyết số 19/NQ-CP Về Quy hoạch sử dụng đất đến năm 2020 và Kế hoạch sử dụng đất 5 năm kỳ đầu (2011 – 2015) tỉnh Bắc Giang,12b,202
54/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--76290,Nghị quyết số 54/NQ-CP Về Quy hoạch sử dụng đất đến năm 2020 và Kế hoạch sử dụng đất 5 năm kỳ đầu (2011-2015) của tỉnh Kon Tum,12b,198
10/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--16062,Nghị quyết số 10/2006/NQ-CP Về việc quy hoạch sử dụng đất đến năm 2010và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Điện Biên,12b,197
20/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15341,Nghị quyết số 20/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Thái Nguyên,12b,196
18/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--15440,Nghị quyết số 18/2006/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Quảng Ninh,12b,187
10/NQ-CP (2),https://vbpl.vn/van-ban/chi-tiet/van-ban--87503,Nghị quyết số 10/NQ-CP (2) Về Quy hoạch sử dụng đất đến năm 2020 và Kế hoạch sử dụng đất 5 năm kỳ đầu (2011 - 2015) tỉnh Cà Mau,12b,178
11/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--16040,Nghị quyết số 11/2006/NQ-CP Về việc xét duyệt điều chỉnh quy hoạch sử dụng đất đến năm 2010 của thành phố Đà Nẵng,12b,176
14/2007/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14225,Nghị quyết số 14/2007/NQ-CP Về việc điều chỉnh quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Nam Định,12b,172
35/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--14900,Nghị quyết số 35/2006/NQ-CP Về việc quy hoạch sử dụng đất đến năm 2010 và kế hoạch sử dụng đất 5 năm (2006 - 2010) tỉnh Đắk Lắk,12b,161
21/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186722,"Nghị định số 21/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 193/2025/NĐ-CP ngày 02 tháng 7 năm 2025 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Địa chất và khoáng sản và quy định chi tiết Luật sửa đổi, bổ sung một số điều của Luật Địa chất và khoáng sản",12b,159
29/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--42238,Nghị quyết số 29/NQ-CP Về quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất 5 năm kỳ đầu (2011 - 2015) tỉnh Hà Nam,12b,153
25/NQ-CP (vbpl-87497),https://vbpl.vn/van-ban/chi-tiet/van-ban--87497,Nghị quyết số 25/NQ-CP Về quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất 5 năm (2011 - 2015) tỉnh Sóc Trăng,12b,143
10/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176976,"Nghị định số 10/2025/NĐ-CP Sửa đổi, bổ sung một số điều của các nghị định trong lĩnh vực khoáng sản",12b,125
58/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166417,"Nghị định số 58/2023/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 37/2019/NĐ-CP ngày 07 tháng 5 năm 2019 của Chính phủ quy định chi tiết một số điều của Luật quy hoạch",12b,124
08/2006/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--16064,Nghị quyết số 08/2006/NQ-CP Về việc quy hoạch sử dụng đất đến năm 2010 tỉnh Tuyên Quang,12b,105
147/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--132189,"Nghị định số 147/2018/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định quy định về điều kiện kinh doanh trong lĩnh vực hàng hải",12b,48
266/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187820,"Nghị định số 266/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 46/2021/NĐ-CP ngày 31 tháng 3 năm 2021 của Chính phủ về chế độ quản lý tài chính và đánh giá hiệu quả hoạt động đối với Ngân hàng Phát triển Việt Nam",12b,47
120/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170116,"Nghị định số 120/2024/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 102/2020/NĐ-CP ngày 01 tháng 9 năm 2020 của Chính phủ quy định Hệ thống bảo đảm gỗ hợp pháp Việt Nam",12b,18
40/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--168328,"Nghị định số 40/2024/NĐ-CP Quy định chi tiết một số điều của Luật Lực lượng tham gia bảo vệ an ninh, trật tự cơ sở",12b,17
52/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--a685c7c0-5b07-11f1-bf60-7f843e61ac43,"Nghị định 52/2026/NĐ-CP Quy định việc quản lý, sử dụng tài sản tại cơ quan Đảng Cộng sản Việt Nam",12b,15
118/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--112627,"Nghị định số 118/2016/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 56/2008/NĐ-CP ngày 29 tháng 4 năm 2008 của Chính phủ quy định về tổ chức, hoạt động của ngân hàng mô và Trung tâm điều phối quốc gia về ghép bộ phận cơ thể người",12b,12
579/2018/UBTVQH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--136577,Nghị quyết số 579/2018/UBTVQH14 Về biểu thuế bảo vệ môi trường,12b,10
57/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26354,Luật Thuế bảo vệ môi trường số 57/2010/QH12,12b,8
1269/2011/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26809,Nghị quyết số 1269/2011/UBTVQH12 Về Biểu thuế bảo vệ môi trường,12b,7
74/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--89dffd60-5b08-11f1-abf3-a917971bcfe3,"Nghị định 74/2026/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng thủy lợi",12b,6
135/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178536,"Nghị định số 135/2025/NĐ-CP Về chế độ tài chính đối với tổ chức tín dụng, chi nhánh ngân hàng nước ngoài và giám sát tài chính, đánh giá hiệu quả đầu tư vốn nhà nước tại tổ chức tín dụng do Nhà nước nắm giữ 100% vốn điều lệ và tổ chức tín dụng có vốn nhà nước",12b,4
163/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--401e82e0-7cf1-11f1-962a-a92b40ea08f1,"Nghị định số 163/2026/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Phòng, chống ma túy",12b,3
85/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--81cb78c0-6003-11f1-9915-13d8459896e9,Nghị định 85/2026/NĐ-CP Về bảo hiểm hưu trí bổ sung,12b,2
193/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--2ac52350-686e-11f1-b924-494b4f899991,Nghị định số 193/2026/NĐ-CP Quy định về quyết toán vốn đầu tư dự án,12b,2
108/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--172735,"Nghị định số 108/2024/NĐ-CP Quy định về việc quản lý, sử dụng và khai thác nhà, đất là tài sản công không sử dụng vào mục đích để ở giao cho tổ chức có chức năng quản lý kinh doanh nhà địa phương quản lý, khai thác",12b,2
43/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--154802,"Nghị định số 43/2022/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng cấp nước sạch",12b,2
67/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--142826,"Nghị định số 67/2020/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 68/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy định về điều kiện kinh doanh hàng miễn thuế, kho bãi, địa điểm làm thủ tục hải quan, tập kết, kiểm tra, giám sát hải quan",12b+12c,60
34/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175799,"Nghị định số 34/2025/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định trong lĩnh vực hàng hải",12b+12c,36
07/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--160120,"Nghị định số 07/2023/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 98/2021/NĐ-CP ngày 08 tháng 11 năm 2021 của Chính phủ về quản lý trang thiết bị y tế.",12b+12c,30
129/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170839,"NGHỊ ĐỊNH SỐ 129/2024/NĐ-CP SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA NGHỊ ĐỊNH SỐ 91/2016/NĐ-CP NGÀY 01 THÁNG 7 NĂM 2016 CỦA CHÍNH PHỦ VỀ QUẢN LÝ HÓA CHẤT, CHẾ PHẨM DIỆT CÔN TRÙNG, DIỆT KHUẨN DÙNG TRONG LĨNH VỰC GIA DỤNG VÀ Y TẾ; NGHỊ ĐỊNH SỐ 155/2018/NĐ-CP NGÀY 12 THÁNG 11 NĂM 2018 CỦA CHÍNH PHỦ SỬA ĐỔI, BỔ SUNG MỘT SỐ QUY ĐỊNH LIÊN QUAN ĐẾN ĐIỀU KIỆN ĐẦU TƯ KINH DOANH THUỘC PHẠM VI QUẢN LÝ NHÀ NƯỚC CỦA BỘ Y TẾ",12b+12c,18
286/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187799,"Nghị định số 286/2025/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định trong lĩnh vực quản lý, sử dụng tài sản công",12b+12c,14
14/2004/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19467,"Pháp lệnh số 14/2004/PL-UBTVQH11 Sửa đổi, bổ sung một số điều của Pháp lệnh Thuế thu nhập đối với người có thu nhập cao",12b+12c,9
77/2024/NĐ-C,https://vbpl.vn/van-ban/chi-tiet/van-ban--173646,"Nghị định số 77/2024/NĐ-C Sửa đổi, bổ sung một số điều của Nghị định số 75/2021/NĐ-CP ngày 24 tháng 7 năm 2021 của Chính phủ quy định mức hưởng trợ cấp, phụ cấp và các chế độ ưu đãi người có công với cách mạng đã được sửa đổi, bổ sung một số điều theo Nghị định số 55/2023/NĐ-CP ngày 21 tháng 7 năm 2023 của Chính phủ",12b+12c,2
66.18/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--30ee4000-802d-11f1-aaee-9f1a89b5a53e,"Nghị quyết số 66.18/2026/NQ-CP Phân quyền, cắt giảm, đơn giản hóa thủ tục hành chính, điều kiện kinh doanh",12b+12c,2
65/2011/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26674,"Luật Sửa đổi, bổ sung một số điều của Bộ Luật Tố tụng Dân sự số 65/2011/QH12",12c,180
20/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28019,"Luật Sửa đổi, bổ sung một số điều của Luật Luật sư số 20/2012/QH13",12c,150
36/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11716,"Luật Sửa đổi, bổ sung một số điều của Luật Sở hữu trí tuệ số 36/2009/QH12",12c,126
07/2022/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--157722,"Luật Sửa đổi, bổ sung một số điều của Luật Sở hữu trí tuệ số 07/2022/QH15",12c,125
04/2008/PL-UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12674,"Pháp lệnh số 04/2008/PL-UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Xử lý vi phạm hành chính",12c,113
24/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--153604,"Nghị định số 24/2022/NĐ-CP Sửa đổi, bổ sung các Nghị định quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp",12c,106
02/2002/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--21594,"Luật Sửa đổi, bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật số 02/2002/QH11",12c,101
29/2006/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16213,"Pháp lệnh số 29/2006/PL-UBTVQH11 Sửa đổi, bổ sung một số điều của Pháp lệnh Thủ tục giải quyết các vụ án hành chính",12c,98
37/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11708,"Luật Sửa đổi, bổ sung một số điều của Bộ luật Hình sự số 37/2009/QH12",12c,90
04/2012/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--27708,"Pháp lệnh số 04/2012/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh ưu đãi người có công với cách mạng",12c,80
86/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179251,"Luật Sửa đổi, bổ sung một số điều của Bộ Luật hình sự số 86/2025/QH15",12c,72
81/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179416,"Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Tòa án nhân dân số 81/2025/QH15",12c,67
20/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19471,"Luật Sửa đổi, bổ sung một số điều của Luật các Tổ chức tín dụng số 20/2004/QH11",12c,66
18/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--151157,"Nghị định số 18/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 134/2016/NĐ-CP ngày 01 tháng 9 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Thuế xuất khẩu, thuế nhập khẩu",12c,58
10/1998/PL-UBTVQH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6782,"Pháp lệnh số 10/1998/PL-UBTVQH10 Sửa đổi, bổ sung một số điều của Pháp lệnh thủ tục giải quyết các vụ án hành chính",12c,57
220/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--180283,"Nghị định số 220/2025/NĐ-CP sửa đổi, bổ sung một số điều của một số Nghị định trong lĩnh vực quốc phòng, quân sự khi tổ chức chính quyền địa phương 02 cấp",12c,55
306/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186388,"Nghị định số 306/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán (được sửa đổi, bổ sung một số điều theo Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường chứng khoán phái sinh",12c,54
